movie_id,closest_movie_ids,similarity_scores
27205,"[59108, 59961, 544, 26039, 9679, 206647, 18681, 45612, 4824, 66]","[0.43999937176704407, 0.4381066560745239, 0.43235504627227783, 0.4176945984363556, 0.41604292392730713, 0.4133513271808624, 0.41298359632492065, 0.4113576114177704, 0.40586814284324646, 0.4057786464691162]"
315011,"[68726, 76341, 10643, 11253, 82700, 149, 8247, 257087, 42684, 20455]","[0.5167368650436401, 0.45964035391807556, 0.45613622665405273, 0.44032081961631775, 0.4382653832435608, 0.43253055214881897, 0.4252941608428955, 0.42520666122436523, 0.42514127492904663, 0.41382718086242676]"
49051,"[57158, 120, 122917, 121, 82702, 10191, 27022, 257932, 122, 10800]","[0.6307663321495056, 0.5233138799667358, 0.5189650654792786, 0.4731671214103699, 0.4671593904495239, 0.4577946662902832, 0.4380810260772705, 0.4337659478187561, 0.4260454773902893, 0.41928958892822266]"
9799,"[51497, 10877, 10623, 1266, 13982, 241766, 86838, 109513, 1422, 9644]","[0.5984947681427002, 0.5206212401390076, 0.5180084705352783, 0.4874316453933716, 0.482117623090744, 0.48124396800994873, 0.47879984974861145, 0.4683629870414734, 0.46412962675094604, 0.46278512477874756]"
4922,"[14139, 512, 253, 77156, 5759, 291270, 9741, 376004, 10663, 5559]","[0.38338106870651245, 0.3634225130081177, 0.3583521842956543, 0.35133492946624756, 0.33498525619506836, 0.3300151228904724, 0.3281744420528412, 0.32387226819992065, 0.32001882791519165, 0.31654322147369385]"
49538,"[36658, 36668, 166424, 18162, 37707, 308531, 127585, 1734, 9954, 6171]","[0.5771592855453491, 0.557074785232544, 0.5028117895126343, 0.4817655682563782, 0.4808477759361267, 0.4793502688407898, 0.4720720648765564, 0.4554533362388611, 0.4346293807029724, 0.433459997177124]"
131634,"[101299, 70160, 58595, 109445, 164372, 38757, 62764, 848, 6961, 4951]","[0.7124654054641724, 0.7030836939811707, 0.4856565594673157, 0.4761776924133301, 0.4628816246986389, 0.4478958249092102, 0.43967944383621216, 0.4383090138435364, 0.4197459816932678, 0.4186514914035797]"
27022,"[120, 77174, 55616, 9826, 77931, 122917, 274854, 308531, 848, 257932]","[0.4992671012878418, 0.49070829153060913, 0.4901663362979889, 0.4772031605243683, 0.4751361310482025, 0.47066640853881836, 0.46581128239631653, 0.46343061327934265, 0.45744726061820984, 0.45216432213783264]"
503,"[26466, 9457, 173, 49787, 2133, 211557, 152747, 205321, 6068, 13435]","[0.5937260389328003, 0.5688141584396362, 0.4892737865447998, 0.48070284724235535, 0.4636162519454956, 0.4363900125026703, 0.4346211850643158, 0.4301946461200714, 0.4254319369792938, 0.4217047691345215]"
241259,"[12155, 59981, 35791, 140823, 10160, 2454, 8467, 34723, 16690, 27374]","[0.5092636346817017, 0.5082982182502747, 0.4817638099193573, 0.46775996685028076, 0.46208399534225464, 0.4424065351486206, 0.4324870705604553, 0.4265373945236206, 0.42295438051223755, 0.4143359959125519]"
810,"[809, 10192, 58595, 848, 812, 10199, 10191, 6278, 8840, 164372]","[0.7418700456619263, 0.6721503138542175, 0.5688174962997437, 0.48997974395751953, 0.48683539032936096, 0.48468315601348877, 0.4833087921142578, 0.4817158579826355, 0.4809442162513733, 0.4798502027988434]"
68735,"[122917, 81005, 257932, 122, 10195, 120, 121, 11253, 54138, 10191]","[0.5191198587417603, 0.4996708929538727, 0.4992276132106781, 0.4790816903114319, 0.471845418214798, 0.4653434753417969, 0.4553949534893036, 0.45381373167037964, 0.4532090425491333, 0.4531337022781372]"
87101,"[534, 296, 1832, 280, 44943, 218, 1571, 2789, 603, 563]","[0.5991503000259399, 0.5587016940116882, 0.5114219188690186, 0.49765744805336, 0.4883692264556885, 0.4818536043167114, 0.4602174162864685, 0.45972108840942383, 0.4438302218914032, 0.44031715393066406]"
10140,"[411, 2454, 9760, 9804, 57800, 8204, 526, 173, 65759, 73873]","[0.5456939339637756, 0.5027135014533997, 0.4886016249656677, 0.481240451335907, 0.42692750692367554, 0.41665786504745483, 0.3900259733200073, 0.36812645196914673, 0.3680569529533386, 0.364068865776062]"
676,"[4967, 10762, 11778, 6068, 18886, 8976, 16988, 211557, 8198, 242166]","[0.5024540424346924, 0.46111875772476196, 0.4578915238380432, 0.4563120901584625, 0.4497832655906677, 0.43891584873199463, 0.4339889883995056, 0.4257141947746277, 0.42541736364364624, 0.42298877239227295]"
1858,"[8373, 38356, 91314, 1649, 10681, 16577, 199, 5137, 2277, 308531]","[0.6400519609451294, 0.6333673000335693, 0.5971059799194336, 0.5509546995162964, 0.539406955242157, 0.49211907386779785, 0.48368677496910095, 0.4609795808792114, 0.4602454602718353, 0.45902779698371887]"
1966,"[98, 1271, 53182, 23759, 1579, 8095, 8009, 947, 18823, 33157]","[0.518257737159729, 0.45696592330932617, 0.44767019152641296, 0.41820767521858215, 0.410647988319397, 0.40235912799835205, 0.388667494058609, 0.38800883293151855, 0.38553911447525024, 0.37705668807029724]"
675,"[673, 672, 671, 767, 674, 10152, 7863, 272726, 193603, 2454]","[0.5533477663993835, 0.5083357095718384, 0.4906870424747467, 0.47207340598106384, 0.40956220030784607, 0.3586125075817108, 0.35678088665008545, 0.3531268239021301, 0.35042840242385864, 0.34483763575553894]"
674,"[673, 671, 672, 767, 675, 121, 76338, 10191, 9312, 2454]","[0.644351601600647, 0.5307005643844604, 0.4995725750923157, 0.4626063108444214, 0.40956220030784607, 0.38947421312332153, 0.38052070140838623, 0.3726389408111572, 0.3712921440601349, 0.36647504568099976]"
8960,"[1724, 272, 209112, 11411, 14113, 1452, 100402, 155, 95, 45132]","[0.49058449268341064, 0.4647778868675232, 0.45646652579307556, 0.4534907042980194, 0.45029574632644653, 0.4498254060745239, 0.4495675563812256, 0.4491981267929077, 0.4448432922363281, 0.43861162662506104]"
6479,"[671, 72190, 23963, 287424, 13460, 594, 272726, 4858, 1585, 77174]","[0.45223915576934814, 0.4520142674446106, 0.4406042993068695, 0.43172261118888855, 0.43110162019729614, 0.4214860200881958, 0.4101669192314148, 0.40751227736473083, 0.40675145387649536, 0.4017517566680908]"
118,"[252, 24432, 19556, 2270, 41730, 76492, 19803, 14358, 11459, 50359]","[0.4969743490219116, 0.4549106955528259, 0.42510923743247986, 0.39153608679771423, 0.38326841592788696, 0.38017210364341736, 0.3757178783416748, 0.37480708956718445, 0.36625024676322937, 0.3613471984863281]"
2062,"[10929, 10199, 11619, 9691, 11956, 77459, 202575, 75861, 10353, 14165]","[0.5860913991928101, 0.5057883858680725, 0.48929300904273987, 0.445360004901886, 0.4281596541404724, 0.4281567335128784, 0.40945249795913696, 0.4054211974143982, 0.4000391960144043, 0.3968661427497864]"
272,"[155, 414, 209112, 49026, 364, 142061, 268, 1452, 254473, 8536]","[0.659884512424469, 0.6344478130340576, 0.6139726638793945, 0.5925196409225464, 0.5804563164710999, 0.5623175501823425, 0.5611335039138794, 0.5270338654518127, 0.526593804359436, 0.5069903135299683]"
10527,"[80321, 9433, 12486, 34086, 5137, 11516, 65759, 1685, 75174, 75612]","[0.6251038312911987, 0.4620792269706726, 0.44334354996681213, 0.4387003779411316, 0.42963600158691406, 0.41948503255844116, 0.4135305881500244, 0.41160649061203003, 0.40950119495391846, 0.4093744456768036]"
18360,"[1593, 331, 9292, 11015, 89, 10388, 24150, 591, 15045, 49963]","[0.4765309989452362, 0.4086645245552063, 0.4002645015716553, 0.3925967514514923, 0.3912830948829651, 0.3907212018966675, 0.38807374238967896, 0.3864118754863739, 0.3822330832481384, 0.37979865074157715]"
2080,"[246655, 82654, 293660, 2155, 28260, 1452, 70074, 20662, 37821, 36658]","[0.5070586800575256, 0.48804640769958496, 0.4816979467868805, 0.47830283641815186, 0.4504023492336273, 0.4467061758041382, 0.4445221424102783, 0.4431682825088501, 0.43938034772872925, 0.4376866817474365]"
605,"[604, 361159, 1832, 1497, 218, 11253, 127585, 205126, 186, 39691]","[0.43283361196517944, 0.40832144021987915, 0.405813604593277, 0.39617761969566345, 0.3949764370918274, 0.3768811523914337, 0.3742017447948456, 0.37338078022003174, 0.36992180347442627, 0.36948850750923157]"
109445,"[164372, 2008, 411, 10131, 630, 25195, 55721, 63492, 75861, 58595]","[0.61012864112854, 0.6012033820152283, 0.5446997880935669, 0.5365132093429565, 0.5355830192565918, 0.5337684154510498, 0.5330920815467834, 0.5229246616363525, 0.5199989676475525, 0.5154587030410767]"
604,"[10999, 82700, 1894, 605, 453, 1895, 18823, 159037, 97020, 9823]","[0.5229934453964233, 0.4941136837005615, 0.4501902461051941, 0.43283361196517944, 0.4150710701942444, 0.40074825286865234, 0.3910853862762451, 0.38864046335220337, 0.3883882164955139, 0.3822908103466034]"
76338,"[10195, 1979, 99861, 1452, 1724, 87421, 11411, 11253, 8536, 44912]","[0.7593521475791931, 0.5633370280265808, 0.5602080821990967, 0.559583842754364, 0.5586559772491455, 0.5503653287887573, 0.532055139541626, 0.5104120969772339, 0.5100522637367249, 0.49956294894218445]"
76341,"[1579, 34813, 13475, 42033, 62204, 83542, 10833, 8810, 82700, 315011]","[0.5802085399627686, 0.5568501949310303, 0.48546135425567627, 0.4823954105377197, 0.47960564494132996, 0.4755207300186157, 0.47156253457069397, 0.4693460166454315, 0.4658504128456116, 0.45964035391807556]"
13448,"[12142, 11306, 11439, 62, 9616, 11478, 790, 91586, 238615, 591]","[0.48552536964416504, 0.4798603951931, 0.45232850313186646, 0.43976545333862305, 0.43764281272888184, 0.43620675802230835, 0.4332200586795807, 0.43055829405784607, 0.42799097299575806, 0.42147672176361084]"
10195,"[76338, 57165, 99861, 11411, 1724, 11253, 37958, 87421, 18823, 44912]","[0.7593521475791931, 0.5984960794448853, 0.5891299247741699, 0.5781903862953186, 0.5455135107040405, 0.5364586710929871, 0.5304734706878662, 0.5282057523727417, 0.5217772126197815, 0.5178436040878296]"
13053,"[45132, 27022, 12797, 284, 8960, 920, 646, 1213, 367551, 8012]","[0.4269278645515442, 0.4095814824104309, 0.39855098724365234, 0.3984784483909607, 0.3958376944065094, 0.38646021485328674, 0.38548535108566284, 0.3836440145969391, 0.38319945335388184, 0.38014501333236694]"
19585,"[11024, 1576, 11665, 3989, 5550, 49021, 13700, 8645, 957, 3050]","[0.49007660150527954, 0.4665660262107849, 0.4652150273323059, 0.4563054144382477, 0.45399463176727295, 0.44628745317459106, 0.43715572357177734, 0.4359288215637207, 0.4348987340927124, 0.43247878551483154]"
57165,"[18823, 184315, 188207, 10195, 32657, 37958, 10191, 652, 11253, 82700]","[0.6681100130081177, 0.6548337936401367, 0.6451594233512878, 0.5984960794448853, 0.5897080302238464, 0.5304290652275085, 0.5293998718261719, 0.5153059363365173, 0.4963006377220154, 0.47096946835517883]"
62213,"[8913, 310131, 21355, 9792, 238, 745, 72331, 91586, 11468, 72190]","[0.49673277139663696, 0.4467044472694397, 0.4350132942199707, 0.43073931336402893, 0.4195454716682434, 0.4188270568847656, 0.4181298613548279, 0.4130989611148834, 0.4109060764312744, 0.4079000949859619]"
177677,"[56292, 146216, 205126, 11665, 75674, 1422, 24428, 14869, 75656, 67373]","[0.44033801555633545, 0.4112224578857422, 0.392345130443573, 0.3902377486228943, 0.3883724808692932, 0.38200753927230835, 0.3770272135734558, 0.37332838773727417, 0.3706468343734741, 0.3646147847175598]"
7978,"[10012, 3131, 11306, 41830, 36586, 11042, 380, 587, 7547, 280391]","[0.45913541316986084, 0.43267786502838135, 0.42540881037712097, 0.41865313053131104, 0.4168989062309265, 0.4168844223022461, 0.41544318199157715, 0.41496193408966064, 0.41473913192749023, 0.41350317001342773]"
5559,"[10028, 2898, 9715, 10050, 9919, 20616, 84188, 19344, 8065, 209403]","[0.49463656544685364, 0.48709797859191895, 0.48671582341194153, 0.45712530612945557, 0.4508885443210602, 0.44931560754776, 0.44769740104675293, 0.446933388710022, 0.4418027400970459, 0.4410107135772705]"
49444,"[9502, 1729, 44865, 9470, 76349, 12207, 44555, 10615, 746, 266647]","[0.6468311548233032, 0.5632616281509399, 0.5552891492843628, 0.510254442691803, 0.48477476835250854, 0.44144147634506226, 0.4305585026741028, 0.42222219705581665, 0.4199671149253845, 0.40858298540115356]"
10196,"[49521, 34584, 14411, 11459, 82700, 2270, 71676, 228326, 38319, 166424]","[0.4880077540874481, 0.4862944185733795, 0.43268001079559326, 0.4160352647304535, 0.4093039631843567, 0.40563273429870605, 0.40549999475479126, 0.4002322256565094, 0.3888084888458252, 0.3870401084423065]"
956,"[168672, 954, 955, 17134, 5072, 9384, 10550, 306745, 54054, 298]","[0.4701904058456421, 0.46606090664863586, 0.46306896209716797, 0.45536285638809204, 0.4488034248352051, 0.43511515855789185, 0.4314924478530884, 0.4242130517959595, 0.42017582058906555, 0.41400477290153503]"
117251,"[9509, 117, 18828, 310706, 117263, 50646, 7873, 562, 168530, 56491]","[0.4876095652580261, 0.4851675033569336, 0.46600911021232605, 0.4653375744819641, 0.46529895067214966, 0.46165943145751953, 0.4604194164276123, 0.45453333854675293, 0.4530720114707947, 0.451480895280838]"
50321,"[11313, 2067, 86825, 227735, 9600, 130150, 10991, 17663, 345911, 2900]","[0.5037621855735779, 0.4634092450141907, 0.4487670361995697, 0.44293081760406494, 0.42937108874320984, 0.42782312631607056, 0.42748114466667175, 0.42032429575920105, 0.4185299277305603, 0.41389238834381104]"
11619,"[2062, 10199, 10996, 10929, 276907, 51162, 755, 157909, 4547, 15655]","[0.48929300904273987, 0.48034706711769104, 0.4659000635147095, 0.45498475432395935, 0.4377875328063965, 0.42051389813423157, 0.41507941484451294, 0.41234081983566284, 0.40655338764190674, 0.40455177426338196]"
266647,"[879, 866, 294272, 2454, 1930, 102382, 411, 41733, 16690, 9760]","[0.5864837765693665, 0.5738727450370789, 0.5709764957427979, 0.5663602352142334, 0.5655691027641296, 0.5356556177139282, 0.5301935076713562, 0.5013819932937622, 0.4919295907020569, 0.4898928105831146]"
82703,"[1954, 14139, 227719, 489, 158852, 20763, 16353, 10077, 49521, 11371]","[0.5238019824028015, 0.44260698556900024, 0.43312394618988037, 0.40175145864486694, 0.40021976828575134, 0.39254891872406006, 0.3923773467540741, 0.3867645859718323, 0.3783676028251648, 0.3766268789768219]"
652,"[188207, 184315, 53182, 57165, 98, 8095, 76649, 1271, 201, 9313]","[0.7041786909103394, 0.528640866279602, 0.5177710056304932, 0.5153059363365173, 0.5102594494819641, 0.4917526841163635, 0.4881913959980011, 0.4840715527534485, 0.4437658190727234, 0.4426167905330658]"
80321,"[10527, 953, 12819, 425, 12486, 928, 330, 297100, 57800, 950]","[0.6251038312911987, 0.5814611911773682, 0.5302010774612427, 0.4761456549167633, 0.46701961755752563, 0.45130711793899536, 0.4378216564655304, 0.43723511695861816, 0.4362756609916687, 0.4350373148918152]"
36669,"[36670, 709, 646, 708, 667, 707, 253, 326, 228967, 710]","[0.538803219795227, 0.49099618196487427, 0.4879535436630249, 0.4872949719429016, 0.48292285203933716, 0.47440198063850403, 0.47169023752212524, 0.47054725885391235, 0.46173885464668274, 0.4486153721809387]"
43074,"[13027, 308531, 8204, 256740, 592, 8859, 73247, 928, 415, 79694]","[0.4429478049278259, 0.42322370409965515, 0.40605998039245605, 0.39897316694259644, 0.3934396505355835, 0.3911377191543579, 0.38576263189315796, 0.38575828075408936, 0.38529732823371887, 0.38456693291664124]"
95,"[44833, 36955, 40160, 56292, 75612, 5551, 14161, 9276, 8656, 192577]","[0.5259475111961365, 0.5189359784126282, 0.5186428427696228, 0.5177637338638306, 0.510890781879425, 0.5097178816795349, 0.5002318620681763, 0.4961150586605072, 0.48811203241348267, 0.48789170384407043]"
608,"[607, 41154, 68726, 37737, 168, 11357, 329540, 13475, 270303, 38117]","[0.648047685623169, 0.5701231956481934, 0.47180044651031494, 0.46230509877204895, 0.4588123559951782, 0.44816818833351135, 0.4353037476539612, 0.43033331632614136, 0.426095187664032, 0.42607784271240234]"
2310,"[122917, 27551, 9626, 24126, 49051, 13491, 10191, 12246, 2312, 121]","[0.4855043590068817, 0.43884965777397156, 0.4191023111343384, 0.4045536518096924, 0.4039549231529236, 0.3932812213897705, 0.3883889317512512, 0.377440869808197, 0.37714487314224243, 0.37685710191726685]"
140300,"[1124, 184345, 102899, 328425, 9954, 5852, 192102, 13156, 68818, 246449]","[0.4509369730949402, 0.4046424329280853, 0.3663804233074188, 0.3578032851219177, 0.35284698009490967, 0.3520826995372772, 0.3440607786178589, 0.34260421991348267, 0.3373759388923645, 0.3347560167312622]"
56292,"[95, 46529, 47964, 10535, 5551, 954, 4614, 12113, 203801, 10003]","[0.5177637338638306, 0.4946933388710022, 0.4772312343120575, 0.4666566848754883, 0.4559056758880615, 0.45365554094314575, 0.4529613256454468, 0.45052480697631836, 0.44692662358283997, 0.4418187737464905]"
81188,"[2114, 49521, 71676, 9954, 198663, 714, 246655, 24428, 308531, 14411]","[0.44952061772346497, 0.4418812394142151, 0.4400334358215332, 0.43947672843933105, 0.4393993020057678, 0.4335097074508667, 0.42682182788848877, 0.4125877022743225, 0.40494006872177124, 0.4048682749271393]"
7552,"[75612, 10743, 10414, 257091, 10283, 23168, 39451, 12658, 654, 11453]","[0.5306484699249268, 0.52186518907547, 0.4922944903373718, 0.48690807819366455, 0.4859445095062256, 0.4832151532173157, 0.4826679527759552, 0.4788907766342163, 0.47885122895240784, 0.4767847955226898]"
616,"[38940, 453, 22832, 13154, 22267, 76170, 826, 10661, 16353, 76203]","[0.4457911252975464, 0.41932377219200134, 0.4179965853691101, 0.407898485660553, 0.4027276933193207, 0.3944047689437866, 0.391024112701416, 0.38726669549942017, 0.3841366171836853, 0.3758416175842285]"
147441,"[9837, 14869, 205584, 8202, 9334, 71469, 47890, 8095, 24973, 1499]","[0.4230593144893646, 0.3817380368709564, 0.37994349002838135, 0.371564656496048, 0.3540496826171875, 0.3472643196582794, 0.34709322452545166, 0.3410744071006775, 0.33484095335006714, 0.3340325355529785]"
13475,"[168, 54138, 199, 201, 87421, 154, 33155, 2789, 82700, 76341]","[0.6482650637626648, 0.6462237238883972, 0.5529935956001282, 0.5252368450164795, 0.5144859552383423, 0.5104395747184753, 0.4950038492679596, 0.49195632338523865, 0.4879121780395508, 0.48546135425567627]"
557,"[102382, 559, 1930, 558, 6488, 9806, 8869, 41733, 45132, 879]","[0.6024429202079773, 0.5984529256820679, 0.5967636704444885, 0.5822782516479492, 0.4595167636871338, 0.40493929386138916, 0.4007183015346527, 0.39759522676467896, 0.3961606025695801, 0.38906848430633545]"
82702,"[10191, 10800, 257932, 294512, 848, 164372, 49051, 411, 34584, 10353]","[0.6004895567893982, 0.5833280086517334, 0.5435556173324585, 0.5005604028701782, 0.49585723876953125, 0.4869430661201477, 0.4671593904495239, 0.46457189321517944, 0.4609379768371582, 0.4584757685661316]"
